City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,ljusdal,61.8288,16.0913,6.96,92,100,5.39,SE,1733112031
362,darsi,15.7695,79.6777,25.85,84,100,5.88,IN,1733112032
363,caconda,-13.7333,15.0667,16.29,85,100,1.26,AO,1733112034
364,port elizabeth,-33.918,25.5701,15.73,97,0,1.54,ZA,1733111867
365,greenland,43.0362,-70.8328,-1.75,69,0,3.09,US,1733112036
366,weno,7.4515,151.8468,28.77,77,23,6.87,FM,1733112037
367,childress,34.4264,-100.204,7.13,59,0,2.48,US,1733112038
368,wangon,-7.5161,109.0539,28.2,78,100,2.21,ID,1733112039
369,tocopilla,-22.092,-70.1979,19.45,77,42,3.66,CL,1733112040
370,vershino-darasunskiy,52.35,115.5167,-19.05,69,100,4.32,RU,1733112041
371,mozarlandia,-14.7447,-50.5706,22.84,96,100,2.4,BR,1733112043
372,orchard mesa,39.043,-108.5523,1.36,66,0,2.57,US,1733112044
373,fisterra,42.9049,-9.2629,14.31,86,22,5.76,ES,1733112045
374,callao,-12.0667,-77.15,20.95,83,75,4.63,PE,1733111820
375,xilin hot,43.9667,116.0333,-11.04,40,0,8.03,CN,1733112047
376,nuku'alofa,-21.1333,-175.2,27.19,94,75,2.57,TO,1733112048
377,korla,41.7597,86.1469,2.19,53,98,1.37,CN,1733112029
378,caribou,46.8606,-68.012,-3.08,80,75,0.0,US,1733112051
379,solnechnyy,50.7214,136.6319,-8.14,79,95,1.29,RU,1733112052
380,touros,-5.1989,-35.4608,25.63,86,20,4.42,BR,1733112053
381,qusmuryn,52.4503,64.6311,-10.48,95,99,3.67,KZ,1733112054
382,ingeniero guillermo n. juarez,-23.9,-61.85,29.63,62,91,2.28,AR,1733112055
383,itoman,26.1247,127.6694,25.05,53,20,6.17,JP,1733112056
384,queenstown,-31.8976,26.8753,14.21,87,99,1.21,ZA,1733112057
385,buala,-8.145,159.5921,28.74,75,27,2.49,SB,1733112058
386,conception bay south,47.4999,-52.9981,2.18,94,19,5.73,CA,1733112060
387,alofi,-19.0595,-169.9187,27.94,74,100,2.57,NU,1733112061
388,akureyri,65.6835,-18.0878,-18.04,85,0,3.09,IS,1733112062
389,howard springs,-12.497,131.047,33.26,68,100,2.28,AU,1733112063
390,nowy dwor gdanski,54.2131,19.1177,0.62,90,0,4.85,PL,1733112064
391,choibalsan,48.0667,114.5,-12.96,53,4,6.96,MN,1733112065
392,al jubayl,27.0112,49.6583,18.64,57,0,7.86,SA,1733112069
393,kani keli,-12.9536,45.1033,26.59,67,60,4.2,YT,1733112070
394,vung tau,10.346,107.0843,26.04,79,100,3.58,VN,1733112071
395,egilsstadir,65.2653,-14.3948,-15.05,72,0,2.57,IS,1733112073
396,karapinar,37.716,33.5506,-0.69,84,22,0.66,TR,1733112076
397,tsarevo,42.1667,27.85,9.52,82,100,5.91,BG,1733112077
398,zambezi,-13.5432,23.1047,17.31,74,72,2.34,ZM,1733112078
399,santa cruz,-17.8,-63.1667,27.7,78,100,6.17,BO,1733112079
400,toliara,-23.35,43.6667,24.75,67,0,5.59,MG,1733112080
401,gilgit,35.9221,74.3087,3.47,53,6,0.83,PK,1733112081
402,walvis bay,-22.9575,14.5053,13.67,91,0,1.26,NA,1733112082
403,virginia,37.5481,-77.4467,3.06,75,0,2.06,US,1733111949
404,saveh,35.0213,50.3566,3.72,60,1,0.96,IR,1733112085
405,yaren,-0.5472,166.916,27.98,72,25,6.47,NR,1733112086
406,port maria,18.3685,-76.8895,26.16,86,81,2.16,JM,1733112087
407,taulaga,-11.0553,-171.0883,28.41,75,81,5.4,AS,1733112088
408,mil'kovo,55.6078,37.7956,0.73,87,73,3.69,RU,1733112089
409,las vegas,36.175,-115.1372,13.71,26,0,1.54,US,1733112090
410,flin flon,54.7682,-101.865,-20.11,100,33,1.27,CA,1733112091
411,penn yan,42.6609,-77.0539,-2.65,60,68,4.92,US,1733112092
412,kapit,2.0167,112.9333,28.07,78,100,0.4,MY,1733112095
413,lospalos,-8.5186,127.0025,30.73,59,100,2.8,TL,1733112096
414,brookings,44.3114,-96.7984,-7.71,93,100,1.54,US,1733112097
415,yerofey pavlovich,53.9667,121.9667,-18.08,84,100,2.84,RU,1733112098
416,jaciara,-15.9653,-54.9683,22.96,92,100,1.59,BR,1733112100
417,marcianise,41.0322,14.3009,9.27,83,0,2.57,IT,1733112102
418,saint-joseph,-21.3667,55.6167,26.21,77,72,3.66,RE,1733112103
419,feytiat,45.8091,1.3303,10.45,87,100,1.54,FR,1733112104
420,pangody,65.85,74.4859,-17.74,93,95,4.61,RU,1733112105
421,amalapuram,16.5833,82.0167,27.98,75,97,4.2,IN,1733112106
422,ullal,12.8,74.85,27.53,78,75,4.12,IN,1733112107
423,laojunmiao,39.8333,97.7333,-2.17,54,100,2.06,CN,1733112108
424,bishkek,42.87,74.59,-0.89,63,82,1.65,KG,1733112109
425,puerto colombia,10.9878,-74.9547,29.05,81,98,7.41,CO,1733112111
426,tamanrasset,22.785,5.5228,12.34,25,71,1.46,DZ,1733112112
427,kavieng,-2.5744,150.7967,29.45,68,58,1.56,PG,1733112113
428,zhirnovsk,50.9845,44.7735,-2.58,95,99,3.22,RU,1733112114
429,leava,-14.3,-178.1667,28.41,73,95,2.23,WF,1733112115
430,iola,37.9245,-95.4,-2.91,93,0,0.0,US,1733112116
431,lamu,-2.2717,40.902,26.84,79,70,2.85,KE,1733112117
432,richfield,44.8833,-93.283,-9.14,78,0,2.06,US,1733112118
433,weyburn,49.6668,-103.8511,-21.88,77,90,6.17,CA,1733112119
434,santa rita,-7.1139,-34.9781,26.37,89,75,3.09,BR,1733112121
435,rajula,21.05,71.4333,24.11,32,79,5.09,IN,1733112122
436,ishinomaki,38.4167,141.3,10.16,56,29,2.3,JP,1733112123
437,port sudan,19.6175,37.2164,23.04,68,76,4.43,SD,1733112124
438,riosucio,5.4216,-75.7032,15.62,98,82,0.91,CO,1733112125
439,cajaruro,-5.7364,-78.4256,25.95,68,84,1.38,PE,1733112126
440,ketchikan,55.3422,-131.6461,8.21,95,100,7.46,US,1733112127
441,hadibu,12.65,54.0333,25.76,64,18,4.84,YE,1733112129
442,aktau,43.65,51.2,-0.68,64,100,4.34,KZ,1733112130
443,mahina,-17.5065,-149.489,28.87,70,0,3.6,PF,1733112131
444,bundaberg,-24.85,152.35,28.3,64,63,4.39,AU,1733112132
445,taco pozo,-25.6167,-63.2833,17.76,92,97,6.96,AR,1733112133
446,conduaga,8.862,117.4893,29.92,68,100,2.24,PH,1733112134
447,yarmouth,41.7057,-70.2286,1.1,60,0,2.57,US,1733112135
448,poyarkovo,49.6,128.6833,-15.19,87,100,5.27,RU,1733112136
449,winnemucca,40.973,-117.7357,-5.97,86,0,0.0,US,1733112138
450,deqen,29.9618,90.7188,3.45,13,0,1.74,CN,1733112139
451,ormond-by-the-sea,29.3491,-81.0665,12.78,62,0,1.34,US,1733112140
452,yuzhno-kurilsk,44.0306,145.8556,4.23,60,52,1.4,RU,1733112141
453,kokopo,-4.352,152.2633,28.13,76,68,0.4,PG,1733112142
454,waitara,-38.925,174.25,19.44,84,99,3.42,NZ,1733112143
455,san martin,-33.081,-68.4681,19.19,29,20,6.11,AR,1733112144
456,puqi,29.7167,113.8833,22.45,35,2,1.8,CN,1733112146
457,torquay,50.4638,-3.5143,8.19,91,12,1.34,GB,1733112147
458,andratx,39.5755,2.4202,10.8,83,88,1.9,ES,1733112148
459,mokopane,-24.1944,29.0097,19.72,46,2,2.51,ZA,1733112149
460,tucuma,-0.1833,-50.05,26.18,82,7,3.54,BR,1733112150
461,aksu,41.1231,80.2644,2.22,42,80,0.86,CN,1733112151
462,saint-gaudens,43.0833,0.6667,12.2,62,91,2.24,FR,1733112152
463,qui nhon,13.7667,109.2333,25.9,76,72,4.24,VN,1733112154
464,shuangcheng,45.35,126.2833,-11.39,61,1,5.97,CN,1733112155
465,whiteville,34.3388,-78.7031,2.0,80,0,0.0,US,1733112156
466,papao,-17.75,-149.55,28.82,75,77,4.92,PF,1733112157
467,phillip island,-38.4835,145.231,18.08,83,100,4.83,AU,1733112159
468,chita,52.0333,113.55,-23.06,59,31,3.0,RU,1733112160
469,mersing,2.4312,103.8405,28.95,79,40,6.69,MY,1733112161
470,hilo,19.7297,-155.09,23.94,84,100,2.06,US,1733111910
471,tepetzintla,21.1667,-97.8333,21.68,82,99,1.15,MX,1733112164
472,jindabyne,-36.4167,148.6333,24.21,34,17,5.36,AU,1733112165
473,woodlake,37.4211,-77.6793,2.75,72,75,2.57,US,1733112166
474,san lawrenz,36.0553,14.204,16.03,70,3,7.3,MT,1733112167
475,padang,-0.9492,100.3543,26.03,96,100,1.84,ID,1733112028
476,bardai,11.65,7.2333,16.66,23,78,5.92,NG,1733112169
477,arawa,-6.2132,155.5367,28.85,82,50,0.38,PG,1733112171
478,peace river,56.2501,-117.286,-16.83,78,100,3.6,CA,1733112172
479,topolobampo,25.6,-109.05,18.55,77,88,3.93,MX,1733112173
480,turku,60.4515,22.2687,6.34,82,75,6.71,FI,1733112174
481,antofagasta,-23.65,-70.4,16.6,82,100,2.29,CL,1733112175
482,beihai,21.4833,109.1,23.15,70,89,1.95,CN,1733112176
483,motygino,58.1831,94.7592,-17.0,85,91,1.62,RU,1733112177
484,tazacorte,28.629,-17.9293,20.54,76,75,4.12,ES,1733112178
485,ipubi,-7.6519,-40.1489,26.69,39,78,2.4,BR,1733112180
486,berdigestyakh,62.0989,126.6992,-23.62,96,100,2.22,RU,1733112181
487,port alberni,49.2413,-124.8028,6.63,92,99,0.89,CA,1733112182
488,baiyin,36.5583,104.2081,0.07,31,100,0.73,CN,1733112183
489,portland,45.5234,-122.6762,4.49,80,0,5.36,US,1733111686
490,nurota,40.5614,65.6886,4.36,72,21,0.92,UZ,1733112185
491,sinan,34.8262,126.1086,12.5,80,0,6.5,KR,1733112186
492,cururupu,-1.8283,-44.8683,23.41,90,12,0.78,BR,1733112187
493,phillaur,31.0292,75.7842,19.87,32,0,2.72,IN,1733112189
494,al qadarif,14.0349,35.3834,21.39,45,87,4.13,SD,1733112190
495,kharp,66.8014,65.8081,-13.38,92,95,2.83,RU,1733112191
496,cornelio procopio,-23.1811,-50.6467,25.22,66,39,0.75,BR,1733112192
497,nizhneangarsk,55.7833,109.55,-16.46,72,9,2.99,RU,1733112193
498,guerrero negro,27.9769,-114.0611,16.5,82,4,4.59,MX,1733112194
499,boma,11.7117,4.2472,21.57,24,65,4.39,NG,1733112195
500,san pedro pochutla,15.7333,-96.4667,23.73,68,0,1.42,MX,1733112196
501,harper,4.375,-7.7169,25.47,84,3,1.64,LR,1733112198
502,eduardo castex,-35.915,-64.2945,14.24,28,0,7.05,AR,1733112199
503,cannonvale,-20.2833,148.7,27.66,73,99,4.75,AU,1733112200
504,concepcion,-36.827,-73.0498,12.89,76,0,4.63,CL,1733111937
505,iquique,-20.2208,-70.1431,18.86,78,97,1.48,CL,1733112202
506,ta`u,-14.2336,-169.5144,28.04,73,100,6.68,AS,1733112203
507,el alto,-4.2714,-81.2147,18.99,85,8,8.11,PE,1733112204
508,zemio,5.0314,25.1361,18.97,51,6,1.18,CF,1733112206
509,ahtari,62.554,24.0619,5.71,88,95,7.23,FI,1733112207
510,pariaman,-0.619,100.12,26.03,95,100,2.9,ID,1733112208
511,kovel,51.2153,24.7087,0.76,92,0,4.26,UA,1733112033
512,salekhard,66.53,66.6019,-14.35,92,54,4.01,RU,1733112210
513,nagqu,31.5,92.0,-2.67,16,0,1.94,CN,1733112211
514,sakakah,29.9697,40.2064,7.76,55,21,1.32,SA,1733112212
515,usinsk,65.9939,57.5281,-10.14,97,100,5.07,RU,1733112214
516,pangkalpinang,-2.1333,106.1333,28.55,74,100,0.84,ID,1733112215
517,vilyuchinsk,52.9306,158.4028,1.15,98,100,2.34,RU,1733112216
518,divnomorskoye,44.5011,38.1353,2.35,86,20,3.46,RU,1733112217
519,lodja,-3.4833,23.4333,20.5,100,100,0.57,CD,1733112218
520,trinidad,-14.8333,-64.9,26.19,77,95,2.39,BO,1733112219
521,olyokminsk,60.3736,120.4264,-21.78,92,100,2.02,RU,1733112220
522,charlotte amalie,18.3419,-64.9307,28.34,76,4,7.31,VI,1733112221
523,mar del plata,-38.0023,-57.5575,14.01,84,0,5.14,AR,1733112030
524,sparti,37.0733,22.4297,11.08,93,100,0.62,GR,1733112224
525,aswan,24.0934,32.907,12.61,50,0,2.06,EG,1733112225
526,kindu,-2.95,25.95,19.52,99,86,0.55,CD,1733112226
527,narsinghgarh,23.7,77.1,19.66,31,49,3.22,IN,1733112228
528,alaghsas,17.0187,8.0168,16.26,21,38,4.68,NE,1733112231
529,neftekamsk,56.092,54.2703,-1.31,97,96,3.79,RU,1733112232
530,vryburg,-26.9566,24.7284,18.51,18,0,1.92,ZA,1733112233
531,soto la marina,23.7667,-98.2167,20.17,96,57,1.26,MX,1733112234
532,westport,41.1415,-73.3579,0.51,57,0,2.06,US,1733112235
533,cabinda,-5.55,12.2,24.94,89,68,1.72,AO,1733112236
534,al jawf,29.5,38.75,9.31,55,52,1.1,SA,1733112237
535,faya-largeau,17.9257,19.1043,15.73,36,14,7.78,TD,1733112238
536,greymouth,-42.4667,171.2,17.73,65,100,1.2,NZ,1733112239
537,betio village,1.358,172.9211,32.02,73,84,7.77,KI,1733111947
538,talakan,50.3167,130.3667,-14.57,87,100,5.09,RU,1733112242
539,zhumysker,49.3333,49.4,-1.91,89,98,3.4,KZ,1733112243
540,karamay,45.6004,84.8661,0.11,86,100,1.43,CN,1733112244
541,san agustin de valle fertil,-30.6335,-67.4682,19.4,32,0,2.24,AR,1733112245
542,troitsko-pechorsk,62.7084,56.1964,-3.79,96,100,2.22,RU,1733112246
543,mukalla,14.5425,49.1242,24.23,77,1,0.24,YE,1733112247
544,adis zemen,12.1167,37.7833,13.62,67,94,2.14,ET,1733112249
545,vizinga,61.0749,50.1031,0.97,97,100,4.17,RU,1733112250
546,vernon,50.2581,-119.2691,1.53,80,100,0.89,CA,1733112003
547,kismayo,-0.3582,42.5454,26.93,74,19,4.6,SO,1733112252
548,mlada boleslav,50.4114,14.9032,0.46,94,0,1.45,CZ,1733112253
549,rongelap,11.1635,166.8941,27.97,79,25,8.8,MH,1733112254
550,ngerengere,-6.75,38.1167,22.81,93,100,1.28,TZ,1733112255
551,esperanza,19.5847,-70.9849,23.5,97,18,1.32,DO,1733112256
552,kijang,35.2442,129.2139,15.85,60,0,5.5,KR,1733112257
553,kristiansund,63.1115,7.732,5.63,81,75,4.63,NO,1733112259
554,almeirim,-1.5233,-52.5817,24.89,78,24,2.14,BR,1733112260
555,barra de santo antonio,-9.4047,-35.5072,25.25,87,30,5.92,BR,1733112261
556,mbekenyera,-10.0,38.9833,23.14,78,84,0.72,TZ,1733112262
557,fukuecho,32.6881,128.8419,18.2,63,20,2.06,JP,1733112263
558,okhotsk,59.3833,143.3,-4.41,94,100,5.46,RU,1733112265
559,mecitozu,40.52,35.2953,-2.7,91,6,0.98,TR,1733112267
560,kerikeri,-35.2268,173.9474,19.92,61,37,3.48,NZ,1733112268
561,harstad,68.799,16.5293,-1.03,96,100,6.65,NO,1733112269
562,alghero,40.5589,8.3181,5.05,93,20,0.51,IT,1733112270
563,susaki,33.3667,133.2833,16.67,61,5,3.09,JP,1733112271
564,soio,-6.1349,12.3689,24.99,87,52,1.08,AO,1733112272
565,auki,-8.7676,160.7034,28.76,75,15,2.58,SB,1733112273
